fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,good_quality
11.165069763200702,0.29669860473598597,0.5651437213119369,2.06698604735986,0.05730139526401402,7.495209289602103,19.330139526401403,0.9979339720947197,3.255526978143769,0.8436846520958459,10.40095814207958,1
8.890641308422131,0.28,0.45046793457889345,1.706239127718579,0.06740554330170764,6.984402180703552,12.0,0.9935484228224201,3.2501559781929643,0.5510918473507513,12.301559781929646,1
7.2308282187632225,0.5747430981769731,0.056798312761188005,2.1577070546908055,0.06357707054690806,35.42292945309194,48.79447854157851,0.9939660467783902,3.4078259200532957,0.7494861963539463,12.178259200532954,1
11.227443213682633,0.39575189287724555,0.6569924284910179,3.8051376425489023,0.06926190643111776,7.858396429241518,37.48496214245509,0.9997819545709461,3.2474686857357287,0.603433585716966,12.399122499530938,1
9.108460989779052,0.48272307326519365,0.3898614177513917,2.8272307326519366,0.06763384395911622,10.0,27.45538534696126,0.9965089229306077,3.2837077544917075,0.6999538059171306,11.553999524475179,1
10.203678135309493,0.43632186469050666,0.42073562706189865,1.9963218646905068,0.07107356270618986,6.981609323452533,20.018390676547465,0.9956956779125021,3.1420229744202213,0.7942298556059174,11.09448279703576,1
10.2685609547516,0.4280018329184698,0.43371219095032015,2.00857011934395,0.06954307971152848,7.0,19.9142988065605,0.9958605407926484,3.154569202884715,0.7977131074095551,11.048579283936299,1
7.794200866312113,0.5493847184485633,0.058277943984957864,1.8588755414450706,0.08646923592242817,12.0,18.11775108289014,0.9955222135489272,3.2988048050797745,0.5776626624335213,10.653076407757183,1
5.342348352448575,0.6245714864372974,0.0972954942654276,1.7765164755142537,0.04715303295102851,14.72954942654276,90.69393409794299,0.9920656204442018,3.5527045057345723,0.8672954942654276,13.345909885308552,1
7.011082831030809,0.5005239860007102,0.11317877503365004,2.054811044137441,0.05816322691037912,36.45188955862559,53.0,0.9940853095780658,3.3280755823450234,0.8285138051718015,11.819244176549764,1
8.280808394465254,0.3622910998742104,0.3656657597987365,5.353260783898922,0.06622910998742104,19.66253400754738,37.89164399496841,0.9967113365714715,3.323250680150948,0.7878328798993683,11.565013603018953,1
8.493693009714846,0.4727443300966644,0.33359656310778296,5.08801145630739,0.06781704466022237,10.348579611648136,19.30284077670373,0.9969165624271871,3.3644005728153696,0.7202840776703728,11.711988543692609,1
10.43189672148288,0.48616385251900823,0.5889225411121605,2.4,0.10325431968155843,5.8297418037072015,15.340516392585597,0.9972199786477424,3.103620655703424,0.6582974180370721,11.595690164448643,1
8.174768925049387,0.5511010219535155,0.10908221044508953,1.985779144584543,0.08572936601063336,11.793578728239396,18.206421271760604,0.9958079811884916,3.3014220855415455,0.5744494890232422,10.727063398936663,1
10.084605839878128,0.31186929087194165,0.349450208567076,1.6131949943901767,0.07490103754207367,9.01099582865848,28.0,0.9967164813348294,3.2409896245792633,0.8282406674146431,11.2,1
6.946394134123853,0.2663114369931193,0.3114836949158257,2.3110243404552753,0.02007625217405963,37.23197067061926,98.35737243917431,0.9912696738983164,3.2695819941048163,0.4406476831254587,11.71368856300688,1
10.639973901412652,0.28549151795911215,0.43099794939670844,1.959970173043032,0.08209904926574664,6.099981358151895,21.900018641848106,0.9977599701730431,3.2060007456739243,1.029003914788102,10.939973901412653,1
8.225221984487497,0.27621670232687545,0.3987389007756252,2.349556031025006,0.050612790853187664,4.0,10.0,0.9935978329767312,3.322433404653751,0.7012610992243749,12.762167023268756,1
7.859741310217031,0.24831042773956302,0.38623282080467225,2.102586897829692,0.07412934489148458,7.402586897829692,15.805173795659384,0.9956830881000533,3.3240258689782967,0.7919482620434062,11.537671791953278,1
9.760310116260193,0.42801550581300957,0.4860051686043365,3.4590179651760584,0.07500258430216826,10.600516860433654,19.399483139566346,0.9966994831395664,3.2739431453522982,0.6939173023306154,11.839689883739808,1
7.161124693457269,0.3468459657999119,0.25936430307303965,2.2995110023638765,0.06795110023638766,16.665036674546254,42.66503667454626,0.9934686063561842,3.4439853301814978,0.7599511002363877,13.002444988180617,1
10.56492574427531,0.33895544656518606,0.5507091593514205,2.212314360688275,0.08489554465651859,6.0,20.175371278623448,0.9969073118740437,3.1592908406485796,0.7726113835870349,11.047388616412965,1
8.2,0.325720597296248,0.3268470443260032,2.765764778369984,0.0657161791888744,4.0,11.82882389184992,0.9946298619767322,3.302567641622251,0.7548647167554976,12.8,1
11.669319582791402,0.30418770524892075,0.5766794952920915,2.181229475107927,0.08662458950215854,9.0,28.0,0.9982776949932892,3.216750820995683,0.7951262314935243,10.96750820995683,1
8.485058441525151,0.36636060604507037,0.4244824675424548,1.9149415584748493,0.07757846320623744,6.0,12.0,0.9947462103894905,3.315517532457545,0.6631803030225352,11.968196969774647,1
5.203783541056567,0.5253244638924737,0.05708094758111213,1.959458852641419,0.04607567082113135,15.037835410565675,87.55675311584851,0.9922144874816681,3.5496216458943435,0.9088649376830297,13.263242393697986,1
8.361055756807572,0.30140897900325164,0.49140897900325164,3.724854453159912,0.08924854453159911,11.09393193355011,24.046965966775055,0.9949851662563453,3.2742269370097548,0.6456359160130066,12.114089790032516,1
7.865363453770669,0.48665133475024314,0.3299770021253648,2.1831416843780396,0.06266513347502432,30.66743326248784,54.33256673751216,0.9970289121131783,3.275057494686588,0.6732796716258511,10.349195074387767,1
8.64734791227603,0.597128067942329,0.3585640339711645,2.8856403397116446,0.08535769745216266,21.523932767147258,57.952134465705484,0.9978023608528265,3.4774062172651883,0.6916623531498459,11.709573106858905,1
8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,1
8.403152109466388,0.45302284606541965,0.28697715393458034,5.939684789053361,0.0896676114024117,6.206304218932776,12.206304218932777,0.9973022631607712,3.3277793523373527,0.6477793523373528,11.306304218932777,1
9.27732544515934,0.3388487581924169,0.4726395267095604,3.913022492892301,0.07273604732904396,10.0,20.24534910968132,0.9968632785847672,3.3571744376776924,0.7826395267095604,12.126395267095603,1
9.405352192979011,0.3144281754383209,0.44603383333202445,2.1416056578937037,0.06971774824553825,13.0,25.778591228083954,0.995117250692983,3.321070438595802,0.7911436491233581,12.127493070170617,1
9.48243688955223,0.619582876852102,0.30339187896879005,2.9979143842605103,0.0853095498941656,20.7113062632293,56.113062632293,0.9985246981421981,3.361339187896879,0.753304060515605,11.24017563690637,1
8.406701814939485,0.3297941803050929,0.44798945551815456,1.9932981850605154,0.08410818208837627,6.0,12.0,0.9944641265337821,3.2920105444818453,0.6448970901525464,12.151029098474536,1
8.637144913778906,0.33247632758526036,0.3956190818963151,4.226201616302404,0.07547141314665821,17.280954094815755,41.87618362073698,0.9956059594934854,3.304380918103685,0.7812381637926302,12.050473448294793,1
6.170287828437682,0.3929712171562318,0.3497771367817427,1.940575656875365,0.07040575656875364,13.108634853130475,24.297121715623174,0.9946424884930604,3.441086348531305,0.8313741769689873,10.873166112814507,1
7.293752575524964,0.6188663665514176,0.18609432949311702,2.3867190719406204,0.06550393039554654,30.699213920890692,48.0,0.9952346876287762,3.4332809280593795,0.6987505151049929,12.343359535970311,1
8.44281512065973,0.34664705630787396,0.43715546380208103,1.9571848793402702,0.08109873994502251,6.0,12.0,0.994594134434375,3.302844536197919,0.6533235281539369,12.06676471846063,1
7.325545029942885,0.4078049571621937,0.26546846614505926,2.3327342330725296,0.06377150921230731,3.663671165362648,10.336328834637351,0.9936339923436203,3.457804957162194,0.6764569815753854,12.8,1
10.662097843594854,0.3512634052135048,0.5179976504717041,2.5873659478649516,0.07094755391012864,5.0,16.063170260675243,0.9971766270035501,3.1512634052135047,0.65,10.974731895729903,1
9.233713951394874,0.30069711611159,0.3808113015300525,2.090114185418462,0.06594170693068724,13.0,26.4651441944205,0.9951412800468048,3.286742790278975,0.81860576777682,11.887199531952824,1
9.341155015664032,0.37794224921679836,0.3671035772845546,1.628964227154454,0.05885976151436303,31.0,48.5045826501353,0.9968717689968671,3.26859761514363,0.7834601356395713,10.471035772845546,1
11.565912519236475,0.2910700129467561,0.45846224002732466,1.7218281945428993,0.0548107615115934,16.968816864938717,32.03118313506128,0.9968755915675306,3.1634087480763524,0.6706236627012258,10.606236627012256,1
10.495094382280069,0.380981123543986,0.5306603933550262,2.221320786710052,0.0828037752912028,6.262264044299825,20.0,0.9964715095512702,3.14,0.7383584831009877,11.1,1
8.34541427622972,0.3561968827719898,0.3802461034649872,2.1024610346498727,0.08038703863339032,5.4049220692997455,10.0,0.9949391058282046,3.2133109102980355,0.5561968827719899,11.483445448509821,1
8.33085548809055,0.31920057916830746,0.4215427744045275,2.2742870932578745,0.07025712906742126,9.05142581348425,20.05142581348425,0.9943247965249902,3.381542774404527,0.7694857418651575,12.6588593492126,1
6.902180251679258,0.46430958696823493,0.23065407550377748,2.1985464988804946,0.06299273249440247,14.007267505597527,28.496366247201237,0.9943376526395431,3.324309586968235,0.675399712807864,11.498546498880495,1
7.5984214244584445,0.4127261447491155,0.2666424250342624,2.3371585640252004,0.09956527133808578,8.40315715108311,16.19368569783378,0.9964411174106388,3.338063143021662,0.6993685697833778,11.0,1
10.333151221836609,0.3068487781633922,0.44663024436732157,1.8668487781633922,0.07366302443673216,6.3342438908169605,20.66575610918304,0.9969515668518151,3.2132331720101344,0.943123905112099,10.90027316724509,1
7.751996575879596,0.4277091220374582,0.320617901662876,2.108364881498329,0.06337452677752507,6.0,12.0,0.9949981084372134,3.419382098337124,0.7131273661123746,11.545817559250835,1
7.7213196506267545,0.3194413536594956,0.26908650659120614,2.053299126566886,0.06370557205014035,17.89340174686623,34.42639301253509,0.9953172580784472,3.286395895188026,0.8829442794985966,11.34263930125351,1
8.762431109132097,0.32624311091320957,0.4152596447215066,5.614476429403927,0.07450275563471617,6.924862218264192,12.924862218264192,0.9963921555456605,3.2969944887305673,0.62,12.122541334520742,1
7.0077168656945945,0.5011747392990449,0.11241582289077487,2.054362248759279,0.05819464258685045,36.45637751240721,53.0,0.9940824821671834,3.328255100496288,0.8279528109490992,11.817448995037116,1
9.388277422136115,0.40396300272742564,0.36990982632412395,2.3981965264824794,0.056918843691711574,32.02705210276281,54.486473948618595,0.9953815283134788,3.2105410420552563,0.9009919104346363,12.251352605138141,1
7.644201198213868,0.39166744882162075,0.3060130304639265,2.419562156784963,0.1005724263607051,8.311597603572263,16.376804792855474,0.9966407172242124,3.3362319520714454,0.7176804792855472,11.0,1
8.04775899209438,0.3969551798418876,0.3969551798418876,4.721587048747263,0.07365172661396253,24.130345322792508,42.0,0.9945434004308294,3.2834827338603745,0.7482586330698127,12.730448201581124,1
7.626079390028268,0.36747272179988294,0.25071959335217864,2.098560813295643,0.06643523659830393,17.507195933521785,33.75359796676089,0.9957322283917964,3.353920609971732,0.8482555730197876,11.176798983380447,1
7.41808976823258,0.614196766532533,0.11085386093954802,2.3095511588371,0.080904488411629,15.2764092706968,33.3617953646516,0.9972586972978976,3.54382046353484,0.677337162237194,10.564833012976461,1
10.061343478371347,0.3420642533134123,0.508110982995894,1.7409930057527352,0.0666309584146441,9.20058412103102,23.79941587896898,0.9975617815691447,3.2059591115278288,0.8260175236309306,10.320058412103103,1
7.772575059196197,0.30442428233164587,0.3755757176683542,2.216817882512656,0.0565795529371836,4.0,9.389392941708854,0.9933279693178494,3.339159105874367,0.654204470628164,12.8,1
10.909498403939025,0.3290501596060974,0.5109498403939027,2.1727854862770037,0.07197438603811836,3.816435411689888,10.0,0.9959703735262516,3.0472145137229965,0.7810138752986067,11.144930623506967,1
9.731207600182177,0.31,0.35409769333130914,1.845861599878548,0.07663907733252365,9.819538666261826,29.229307999392738,0.9964864314801154,3.276879239981782,0.8422930799939273,11.52781546650473,1
7.111220882447979,0.607926957729498,0.11443895587760108,2.4,0.07422441764895957,14.917078309179919,31.556104412239893,0.9961362984893734,3.5222441764895955,0.6647318272141981,11.124876507246025,1
8.0,0.3356429805314576,0.4234411987352761,2.07252537800201,0.20217110692767823,4.816835853346731,16.0,0.9938199450321158,3.174727159798191,0.8200740280659298,12.316835853346731,1
11.48423900564714,0.5101552581109383,0.6459433078285813,3.563179254235355,0.11587344167865904,5.917313575462243,13.917313575462243,0.9977834627150924,3.05,0.74,11.417313575462243,1
9.076863232172935,0.39494995059891425,0.4986318136908104,2.6778642201946496,0.05978865208216365,11.863181369081039,24.86318136908104,0.9951698999011978,3.3304226958356726,0.7694772053621558,13.135817642897248,1
10.400474707641605,0.49855459137878455,0.6255688326080326,2.365166147674562,0.1047109182757569,6.0,15.0,0.9971974889488708,3.100450155697631,0.6639810116943359,11.8,1
6.967603463774774,0.3289201154591591,0.3909393649746249,2.4446005772957955,0.06233801731887387,22.661982681126133,35.33801731887387,0.9950005620782648,3.3167603463774773,0.7866198268112614,11.823002886478978,1
10.074053171535448,0.29332392719095157,0.5751752564793378,2.760868119099581,0.08133380364045242,41.25946828464552,74.37026585767724,0.9953412468504854,3.0151752564793375,0.6707292443444963,11.837026585767724,1
6.221231610543208,0.4778768389456791,0.17798929368729102,2.7296118000188807,0.05779330663164851,7.167603789513432,28.083801894756718,0.9938118447200075,3.412848725260276,0.6503346684175746,11.84971886314597,1
11.393426674804507,0.31602404194640493,0.4734829586639331,3.2094187538146124,0.08931542924041584,53.87294583587641,79.61883750762922,0.9996714546772458,3.3215992079010106,0.7739759580535951,10.738116249237077,1
7.7142200908723515,0.3898337329614342,0.348199520446279,2.173222488640956,0.0703010285213036,6.0,12.0,0.9947170356511763,3.391800479553721,0.6932224886409561,11.740997602231396,1
8.94886905059038,0.6135746754867479,0.36678733774337396,2.96787337743374,0.08474094966924696,21.3868777042771,58.2262445914458,0.9980894912095395,3.4493099293768057,0.6964592803503015,11.65475108171084,1
9.207094969960355,0.43412166332892826,0.32682433266578564,4.473985110145367,0.08938851643302498,10.0,46.31756673342144,0.9989430403486869,3.3322296713395003,0.7119931723408219,10.227026693368574,1
11.284553129035706,0.6042215865327665,0.53,4.415487337091086,0.11846057350005343,6.692276564517853,20.384553129035705,0.9990153659387108,3.2007723435482145,0.833845531290357,12.046138282258925,1
8.215080434843468,0.26754021742173406,0.3475402174217341,2.484919565156532,0.0737540217421734,16.15080434843468,46.396782606261276,0.995713793477348,3.386427608640879,0.7784919565156532,11.480965218121618,1
10.175431588483058,0.3925365190254895,0.5850995973422443,2.762748993355611,0.10676228367221012,11.750331991140815,29.49933601771837,0.9967877821924697,3.262470120797327,0.7774634809745105,11.774900402657755,1
8.15528751817843,0.29404824672788266,0.3753172510907058,1.9510575036356859,0.052746199127435375,4.48942496364314,10.0,0.9940215102380022,3.27,0.6267977561806661,11.863747547263918,1
12.83363716745412,0.3411516223272159,0.5408781716185085,5.003646009449432,0.06732725665091761,5.221209441819602,33.67274334908239,1.0008027345070871,3.129212978617727,0.6953935106911364,11.513339227996875,1
